id,texto,emocion,texto_en2esp_marian
11848,i feel like life gave me a plenty of changes to shine and i pissed all over each and every one of them,anger,Siento que la vida me dio un montón de cambios para brillar y me enojé por todos y cada uno de ellos.
11849,i cant get traction and start feeling tortured by time as my friend denise puts it,fear,No puedo conseguir tracción y empezar a sentirme torturado por el tiempo como mi amigo Denise lo pone
11850,im feeling very grumpy this week but its not just my annual outbreak of ptpt pre te pouhere tension there has surely been a great deal to be grumpy about this week,anger,"Me siento muy gruñón esta semana, pero no es sólo mi brote anual de tensión pre pt te pouhere seguramente ha habido mucho para ser gruñón acerca de esta semana"
11851,im not mistaken all the thai business leaders at the dinner feel ashamed about the setbacks that have held thailand back from its full potential,sadness,No me equivoco todos los líderes de negocios thai en la cena se sienten avergonzados por los reveses que han mantenido a Tailandia atrás de todo su potencial
11852,i even feel valuable as a person,joy,Incluso me siento valioso como persona.
11853,i looked back at her feeling myself desperately curious,surprise,Miré hacia atrás a ella sintiéndome desesperadamente curiosa.
11854,i feel completely unsure of any boundaries or normalcy,fear,Me siento completamente inseguro de cualquier límite o normalidad
11855,i know many of my readers are also non make up wearers and i know we sometimes feel a longing to at least do something to touch ourselves up,love,Sé que muchos de mis lectores también son no maquillaje usuarios y sé que a veces sentimos un deseo de al menos hacer algo para retocarnos
11856,when i couldnt find my dog which was missing,sadness,cuando no pude encontrar a mi perro que faltaba
11857,i tend to be a little more relaxed with our days im forced to be a bit more flexible with toddlers but a lot of days im left feeling frustrated that i didnt get more done,anger,"Tiendo a estar un poco más relajado con nuestros días me veo obligado a ser un poco más flexible con los niños pequeños, pero muchos días me voy sintiendo frustrado que no conseguí más hacer"
11858,i feel somehow regretful,sadness,Me siento de alguna manera arrepentido.
11859,i feel privileged and honored to be able to represent my college in such a prestigious event,joy,Me siento privilegiado y honrado de ser capaz de representar a mi universidad en un evento tan prestigioso
11860,i wonder if he feels like i dont care about him when i stop caring about me,love,Me pregunto si se siente como si no me importara cuando deje de preocuparme por mí.
11861,im just feeling sort of lame and lonely,sadness,Me siento un poco cojo y solo.
11862,i cant help but feel a bi jealous of their professional organization good support system and comfortable living situation,anger,No puedo ayudar pero me siento un bi celoso de su organización profesional buen sistema de apoyo y cómoda situación de vida
11863,i feel very apprehensive to adopt labels and to even identify myself as queer it seems that im still quite unclear on that subject and it keeps me feeling separate from the queer community like joel,fear,Me siento muy aprensiva de adoptar etiquetas e incluso de identificarme como queer parece que todavía no estoy clara en ese tema y me mantiene sintiéndose separada de la comunidad queer como Joel.
11864,i came away feeling a bit sympathetic for her because i don t think she had a chance to do anything besides what she is doing,love,Me alejé sintiéndome un poco compasiva por ella porque no creo que tuviera la oportunidad de hacer nada además de lo que está haciendo.
11865,i smiled to myself musing probably feeling superior just as i felt somehow superior to all these fresh scrubbed college folks off to slum among the huddled masses,joy,Me sonreí pensando probablemente sintiéndome superior tal como me sentía de alguna manera superior a todos estos universitarios recién limpiados que se van a la barriada entre las masas acurrucadas.
11866,i have to admit i am afraid that i cannot do that one thing that can make you feel contented,joy,Tengo que admitir que me temo que no puedo hacer eso una cosa que puede hacer que te sientas satisfecho
11867,i feel privileged to have read this work as it fulfilled everything i want out of a book,joy,Me siento privilegiado de haber leído este trabajo ya que cumplió todo lo que quiero de un libro
11868,i feel privileged to call them my cousins,joy,Me siento privilegiado de llamarlos mis primos.
11869,i feel like im name dropping but its just that i am so thrilled at how many beautiful and talented people there are in this world and how many of them seemed to have congregated in rhinebeck this weekend,joy,Me siento como mi nombre cayendo pero es sólo que estoy tan emocionado por la cantidad de gente hermosa y talentosa que hay en este mundo y cuántos de ellos parecían haberse congregado en Rhinebeck este fin de semana
11870,i get angry at myself when i feel bitter,anger,Me enojo conmigo mismo cuando me siento amargado.
11871,i feel that more people ought to use percolated as a synonym for horny,love,Siento que más gente debería usar percolado como sinónimo de cachonda
11872,i feel incredibly nervous about it,fear,Me siento increíblemente nerviosa por ello.
11873,i still feel i have a very long way to go before i can call myself a joyful homemaker,joy,Todavía siento que tengo un largo camino por recorrer antes de que pueda llamarme una feliz ama de casa.
11874,i just got back from our monthly quilt meeting and i am feeling inspired,joy,Acabo de volver de nuestra reunión mensual de edredones y me siento inspirado
11875,i feel like i should be ecstatic and i just want to cry all the time,joy,Siento que debería estar extasiada y solo quiero llorar todo el tiempo.
11876,i started to feel cold,anger,Comencé a sentir frío.
11877,i feel helpless and lacking right at this moment all i want to do is go to edmonton and then wainwright and look after david,sadness,Me siento impotente y carente de derecho en este momento todo lo que quiero hacer es ir a edmonton y luego wainwright y cuidar de David
11878,i suspect this is a big reason why so many on screen interactions feel so fake,sadness,Sospecho que esta es una gran razón por la que tantas interacciones en pantalla se sienten tan falsas
11879,i feel the weight of emotional issues much more now,sadness,Siento el peso de los problemas emocionales mucho más ahora
11880,i don t really feel attracted to people who are cool and normal,joy,Realmente no me siento atraída por personas que son geniales y normales.
11881,i was feeling strong and dodging international distance runners,joy,Me sentía fuerte y esquivando corredores de distancia internacionales
11882,i feel that they will hire billy over sasha because they will not have to pay billy to play catch up on the work that he missed,sadness,Creo que contratarán a Billy sobre Sasha porque no tendrán que pagar a Billy para ponerse al día en el trabajo que se perdió
11883,i didn t feel excited playing it that s how i d know it was time to get rid of the high heels and call it a day,joy,No me sentí emocionado jugando así es como sé que era hora de deshacerse de los tacones altos y llamarlo un día
11884,i completed this card a while ago but im not feeling it and was very reluctant to post,fear,"Completé esta tarjeta hace un tiempo, pero no lo sentí y era muy reacio a publicar"
11885,i have noticed my body has not been to happy when i eat red meat and last week i was feeling lethargic and a little seedy nothing i put in seem,sadness,Me he dado cuenta de que mi cuerpo no ha sido feliz cuando como carne roja y la semana pasada me sentía letárgica y un poco de sediento nada que puse en parecer
11886,i feel the sting of the words as a dull ache and heavy tear ducts not for my miserable highschool life or for having always been the target,sadness,Siento el aguijón de las palabras como un dolor sordo y fuertes conductos lacrimógenos no para mi miserable vida en la escuela secundaria o para haber sido siempre el objetivo
11887,i feel like ive been to submissive and let too many people just walk over me,sadness,Me siento como si hubiera sido sumiso y dejar que demasiada gente caminara sobre mí.
11888,i feel horrible and i would prefer to extend my deepest sorrow rel bookmark permanenter link zum eintrag,sadness,Me siento horrible y preferiría extender mi dolor más profundo rel bookmark permanente enlace zum eintrag
11889,i dont know what mediation means to everyone else but to me this process only has value if i freely express how i feel and as this will inevitably leave me feeling vulnerable and exposed the longer the delay the more i can feel anxiety building,fear,No sé lo que significa la mediación para todos los demás pero para mí este proceso sólo tiene valor si expreso libremente cómo me siento y como esto inevitablemente me dejará sintiéndose vulnerable y expuesto cuanto más tiempo el retraso más puedo sentir ansiedad construir
11890,i feel like ive shaken off some of the funk thats been floating around me for the last bit,fear,Me siento como live sacudido de algunos de los funk que ha estado flotando a mi alrededor durante la última parte
11891,i feel more like damaged goods than ever because i burned out prematurely,sadness,Me siento más como mercancías dañadas que nunca porque me quemé prematuramente
11892,i cant talk to anyone about how i feel because i feel like im just a burden to them and with all of their problems they dont need to be dealing with mine as well,joy,No puedo hablar con nadie sobre cómo me siento porque me siento como una carga para ellos y con todos sus problemas no necesitan estar tratando con los míos también.
11893,i feel like they hated me since then,anger,Siento como si me odiaran desde entonces.
11894,i feel that casual fridays are essential to companies that can manage to work it in to their mantra,joy,Siento que los viernes casuales son esenciales para las empresas que pueden manejar trabajarlo en su mantra
11895,i feel enthralled by the lyrics and the rhythm,surprise,Me siento cautivado por la letra y el ritmo
11896,i feel this perverse pleasure in knowing how were so much the opposite of everything youre supposed to do,sadness,Siento este placer perverso al saber cómo era tan opuesto a todo lo que se supone que debes hacer.
11897,im inclined to think his feeling disturbed is at least partly due to the manifest problems with the tactic,sadness,me inclino a pensar que su sensación perturbada es por lo menos en parte debido a los problemas manifiestos con la táctica
11898,i was feeling groggy and just wanted to sleep but he asked me what kind of surgery i had and a multiplication question,sadness,"Me sentía aturdida y sólo quería dormir, pero me preguntó qué tipo de cirugía tenía y una pregunta de multiplicación."
11899,i am feeling stressed and more than a bit anxious,sadness,Me siento estresado y más que un poco ansioso
11900,i need to feel confident about my stroke play and when i recently injured my wrist i found the x tremus the best for helping me recover yet still play,joy,Necesito sentirme seguro sobre mi juego de trazo y cuando recientemente me lastimé la muñeca encontré el x tremus el mejor para ayudarme a recuperarme y aún así jugar
11901,i know killing myself solves nothing but the hopelessness and sadness is destroying me slowly and i feel like being selfish might be a good choice,anger,Sé que suicidarme no resuelve nada más que la desesperanza y la tristeza me está destruyendo lentamente y siento que ser egoísta podría ser una buena opción
11902,im feeling a little tender swollen and hot in that area today,love,me siento un poco tierno hinchado y caliente en esa zona hoy
11903,i start to feel less exhausted the bits and pieces of life start to seem far more surmountable,sadness,Empiezo a sentirme menos agotado y las partes de la vida empiezan a parecer mucho más insuperables.
11904,i may feel that way but the fact that stories created by adults that are meant for children contain messages that are not so innocent really makes me wonder who exactly is more mature,joy,"Puede que me sienta así, pero el hecho de que las historias creadas por adultos que están destinadas a los niños contienen mensajes que no son tan inocentes realmente me hace preguntarme quién es exactamente más maduro"
11905,im not a huge fan but one of my best friends in high school loved her and so many of brittneys songs remind me of a time i actually had friends so i listen to not feel so alone,sadness,No soy un gran fan pero uno de mis mejores amigos en el instituto la amaba y tantas canciones de Brittneys me recuerdan a un tiempo que realmente tenía amigos así que escucho no sentirme tan solo
11906,i didn t feel an aching inside,sadness,No sentí un dolor en el interior.
11907,i feel amped and im inspired,joy,Me siento amplificado e inspirado
11908,im feeling thankful for books york peppermint patties finding a roommate this year who has become a very dear friend of mine blake,joy,Me siento agradecido por los libros de Nueva York empanadas de menta encontrar un compañero de cuarto este año que se ha convertido en un amigo muy querido de mi blake
11909,i wasnt going to make this about what i cant eat and feel like i was suffering or giving anything up i was going to make this about what i was going to gain and what i could eat,sadness,No iba a hacer esto sobre lo que no puedo comer y sentir como si estuviera sufriendo o renunciando a nada. Iba a hacer esto sobre lo que iba a ganar y lo que podía comer.
11910,i am so tired of feeling sorry for myself,sadness,Estoy tan cansada de sentir lástima por mí misma.
11911,i was going through a painful breakup and went looking for anything that would make me feel less anguished,sadness,Estaba pasando por una dolorosa ruptura y fui a buscar cualquier cosa que me hiciera sentir menos angustiada.
11912,i feel slightly snobbish,anger,Me siento un poco esnob
11913,i was aware of feeling so surprised so disappointed i don t think i ever really thought i d have to have a c section,surprise,Estaba consciente de sentirme tan sorprendida tan decepcionada que no creo que alguna vez realmente pensé que tendría que tener una sección c
11914,i liked boys and didnt feel inhibited by them,sadness,Me gustaban los chicos y no me sentía inhibido por ellos.
11915,i like to think i can handle a lot but when i feel like my cup runneth over i get irritable,anger,"Me gusta pensar que puedo manejar mucho, pero cuando siento que mi copa corre por encima, me pongo irritable."
11916,i feel more relaxed improvising in front of a group of other dancers as opposed to myself,joy,Me siento más relajado improvisando frente a un grupo de otras bailarinas en oposición a mí mismo
11917,i love how comforted i feel when im around hunters sweet family,love,Me encanta lo reconfortado que me siento cuando estoy alrededor de cazadores dulce familia
11918,im feeling this longing for this endless love that maybe we could have if we let ourselves,love,Estoy sintiendo este anhelo por este amor sin fin que tal vez podríamos tener si nos permitimos a nosotros mismos
11919,i told omangy that i was feeling violent and i wasnt in a good mood,anger,Le dije a Omangy que me sentía violento y que no estaba de buen humor.
11920,i wasnt feeling all that hot and i was moving well,love,No me sentía tan caliente y me movía bien.
11921,i cant help feeling agitated about,fear,No puedo evitar sentirme agitada.
11922,i find myself to pick a draw i somehow have the feeling that heung min son has something special in store for us,joy,Me encuentro a mí mismo para elegir un empate de alguna manera tengo la sensación de que heung min hijo tiene algo especial en la reserva para nosotros
11923,ive had a few moments the past couple of days were i feel so restless like i need to be moving around constantly,fear,He tenido unos momentos los últimos dos días. Me siento tan inquieto como si necesitara moverme constantemente.
11924,i didn t want to feel the disappointment that i was sure to come by getting no more traffic and recognition than before,joy,Yo no quería sentir la decepción de que estaba seguro de venir por no conseguir más tráfico y reconocimiento que antes
11925,i am close to her i get this complete fuzzy loved feeling grew so fond of,love,Estoy cerca de ella. Tengo esta completa sensación de amor borroso.
11926,i am not a good cook mind u i feel contented everytime i got to prepare simple and humble dishes that can be eaten by all,joy,No soy un buen cocinero mente u me siento contento cada vez que tengo que preparar platos simples y humildes que pueden ser comidos por todos
11927,i truly feel terrific,joy,Realmente me siento genial.
11928,ive known that this person has been miserable for years im still feeling pretty shaken,fear,Sé que esta persona ha sido miserable durante años. Todavía me siento bastante conmocionada.
11929,i feel we re seeing now is a clash between those who are very alarmed at the changes in our planet and those who are rather laconic about the whole thing,fear,Siento que estamos viendo ahora es un choque entre aquellos que están muy alarmados por los cambios en nuestro planeta y aquellos que son bastante lacónicos sobre todo el asunto
11930,i know i dont live in new york anymore but i feel so outraged that this could happen in my city,anger,Sé que ya no vivo en Nueva York pero me siento tan indignada que esto podría pasar en mi ciudad.
11931,i feel like until my brother is completely fine i wont be able to move on with a job or anything,joy,Siento que hasta que mi hermano esté completamente bien no podré seguir adelante con un trabajo o algo así.
11932,i feel cranky already,anger,Ya me siento malhumorado.
11933,i can t help but feel petrified of the future is she ever going to get better,fear,No puedo evitar sentirme petrificada del futuro.
11934,ive used before and it smells a bit floral which isnt my cup of tea however it feels lovely on and makes my face feel soft and smooth like its been polished,love,ive utilizado antes y huele un poco floral que no es mi taza de té sin embargo se siente encantador en y hace que mi cara se siente suave y suave como su pulido
11935,i think maybe the person gives a fake hope just because he doesnt want to show his feeling just because he is to afraid about the girl reactions,fear,Creo que tal vez la persona da una esperanza falsa sólo porque no quiere mostrar su sentimiento sólo porque tiene miedo de las reacciones de la chica
11936,im already feeling stressed without trying to sort that lot out,sadness,Ya me siento estresado sin tratar de resolver eso.
11937,i feel really greedy but i like hogging him,anger,"Me siento muy codicioso, pero me gusta acapararlo."
11938,i hate to interrupt you but the truth is i m feeling uncomfortable,fear,"Odio interrumpirte, pero la verdad es que me siento incómodo."
11939,i had to cut the lines to make it fit making it sound a bit rushed lets all make believe that that rushed feeling is actually a frantic feeling that was entirely deliberate shall we,fear,Tuve que cortar las líneas para que encajara haciendo que suene un poco apresurado permite que todos crean que ese sentimiento apresurado es en realidad un sentimiento frenético que fue completamente deliberado si nosotros
11940,i feel that a truly valuable lifestyle is available to anyone here who chooses it,joy,Siento que un estilo de vida realmente valioso está disponible para cualquiera aquí que lo elija
11941,i try to explain how emotionally empty he can make me feel he seems amused and impatient like this is all im ever going to get,joy,Trato de explicar lo emocionalmente vacío que puede hacerme sentir que parece divertido e impaciente como esto es todo lo que voy a conseguir
11942,i feel a bit foolish now,sadness,Me siento un poco tonto ahora
11943,im not trying to sound so depressed or sad or heartbroken but feeling all shitty once in a while is just human,sadness,"No estoy tratando de sonar tan deprimido o triste o con el corazón roto, pero sentir toda la mierda de vez en cuando es sólo humano"
11944,i feel and the longing i feel for is the connections i already have but have not been brave enough to complete my friendships,love,Siento y el anhelo que siento son las conexiones que ya tengo pero no he sido lo suficientemente valiente como para completar mis amistades.
11945,i did something to my back after moving my piano this week im not hercules just terribly stupid so i was feeling a bit miserable for myself this morning and then this turned up in the post,sadness,Le hice algo a mi espalda después de mover mi piano esta semana no soy hercules sólo terriblemente estúpido así que me sentía un poco miserable por mí mismo esta mañana y luego esto apareció en el post
11946,i feel really dumb but also have way more sympathy for people with real and life long allergies,sadness,Me siento muy tonto pero también tengo mucho más simpatía por la gente con alergias reales y de por vida
11947,i still feel energetic right now,joy,Todavía me siento enérgico en este momento.
11948,i feel stupid img width height src http voicesfromkrypton,sadness,Me siento estúpido img ancho altura src http voicesfromkrypton
11949,i do feel that you are a little needy because of the tone in your note to me,sadness,Siento que estás un poco necesitado por el tono de tu nota para mí.
11950,i feel in the long run this hurts paulie as you could visibly see how distraught he was with the result and the perception of his performance,fear,Siento a la larga que esto duele a Paulie ya que se podía ver visiblemente lo angustiado que estaba con el resultado y la percepción de su actuación
11951,i was feeling so stressed up whenever he doesnt sleeps because i am out with my friends,sadness,Me sentía tan estresada cuando él no duerme porque estoy con mis amigos.
11952,i feel slightly charmed and wishful,joy,Me siento un poco encantado y deseoso
11953,i remember two specific things from that class feeling terrified of my teacher who would repeat the same question in spanish with increasing volume until his victim either managed to answer correctly or ran away screaming and feeling distracted by the cute boy who helped me study for tests,fear,Recuerdo dos cosas específicas de esa clase que se sentía aterrorizada de mi profesor que repetía la misma pregunta en español con un volumen creciente hasta que su víctima se las arregló para responder correctamente o huyó gritando y sintiéndose distraída por el chico lindo que me ayudó a estudiar para las pruebas
11954,i feel all mellow right now but i dont think i have anything on my mind worth writing about,joy,Me siento tranquilo ahora mismo pero no creo que tenga nada en mi mente que valga la pena escribir sobre
11955,i find impressive is that bezos has gone through this routine and presumably the same presentation multiple times already and will run through it multiple times after weve left with another set of reporters who will feel privileged to have gotten an audience with him,joy,Me parece impresionante es que bezos ha pasado por esta rutina y presumiblemente la misma presentación varias veces ya y se ejecutará a través de él varias veces después de que nos hemos ido con otro conjunto de reporteros que se sentirán privilegiados de haber conseguido una audiencia con él
11956,i feel very regretful for what i might done i dont think i remember it,sadness,Me siento muy arrepentido por lo que podría hacer. No creo recordarlo.
11957,i feel lethargic and unmotivated in the mornings to wake up and blog or catch up on other things that i could do in the mornings so i can have my evenings free,sadness,Me siento letárgico y sin motivación por las mañanas para despertar y bloguear o ponerme al día con otras cosas que podría hacer por las mañanas para poder tener mis noches libres
11958,i really could not feel a thing and i felt slightly annoyed at the nurse who every time i pushed kept saying things like you are an incredibly strong woman be strong be strong,anger,Realmente no podía sentir nada y me sentí un poco molesto con la enfermera que cada vez que empujaba seguía diciendo cosas como que eres una mujer increíblemente fuerte ser fuerte ser fuerte
11959,i feel shy when people reading these but i am writing it here so brothers and sisters would see how real life works,fear,"Me siento tímido cuando la gente lee esto, pero lo estoy escribiendo aquí para que hermanos y hermanas vean cómo funciona la vida real."
11960,i am tired of feeling sorry for myself so i decided to just be thankful and praise the lord as we rode,sadness,"Estoy cansada de sentir lástima por mí misma, así que decidí estar agradecida y alabar al Señor mientras cabalgamos."
11961,i feel surprised by my reaction because as a younger woman i always thought i would be a darling older woman,surprise,Me siento sorprendido por mi reacción porque como una mujer más joven siempre pensé que sería una querida mujer mayor
11962,i was supposed to be working on a grant application but feeling overwhelmed i decided to curl up with my computer and netflix,surprise,Se suponía que estaba trabajando en una solicitud de subvención pero sintiéndome abrumado decidí acurrucarme con mi computadora y netflix
11963,i feel a bit stunned actually,surprise,Me siento un poco aturdido.
11964,i began to feel unimportant useless insecure and i was disconnected from everything that i used to know,sadness,Comencé a sentirme insegura inútil sin importancia y estaba desconectada de todo lo que solía saber.
11965,im feeling all puppy dogs and rainbows when im exhausted yes believe it or not my hour work week can be exhausting too have work piling up and havent been able to do laundry or grocery shop in a week cause i have other things to do,sadness,Siento todos los cachorros y arco iris cuando estoy agotado sí lo creas o no mi hora de trabajo semana puede ser agotador también tienen trabajo amontonándose y no han sido capaces de hacer lavandería o tienda de comestibles en una semana porque tengo otras cosas que hacer
11966,i feel that the pace was slowing and for a book that is rich in world building and setting up future plots this is an added bonus,joy,Siento que el ritmo se estaba desacelerando y para un libro que es rico en la construcción del mundo y la creación de tramas futuras esto es un bono añadido
11967,my grandfather died he lived almost as a recluse not caring for himself as well as he should dad and we all helped as much as we could,sadness,mi abuelo murió él vivió casi como un recluso no cuidar de sí mismo tan bien como él debe papá y todos ayudamos tanto como pudimos
11968,i feel like i just cant be bothered,anger,Siento que no puedo ser molestado.
11969,i feel so low from living high chorus post chorus outro i need you more need you more i need you more than dope,sadness,Me siento tan bajo de vida alto coro post coro fuera de la necesidad más te necesito más te necesito más que droga
11970,i make this blog post i am feeling the melancholy running through my veins,sadness,Hago este post de blog estoy sintiendo la melancolía corriendo por mis venas
11971,i feel it is vital for google to become a player altogether of web technology aforementioned schmidt,joy,Creo que es vital para google convertirse en un jugador de la tecnología web antes mencionada schmidt
11972,i went to an lds step meeting and was so overwhelmed by evil feelings and just broke down and said so at the meeting and expressed how low i felt and how ready i was for these feelings to leave my body,sadness,Fui a una reunión de los Ids y estaba tan abrumado por los malos sentimientos y simplemente se rompió y lo dijo en la reunión y expresó lo bajo que me sentía y lo listo que estaba para estos sentimientos para salir de mi cuerpo
11973,i might not feel so cool,joy,Puede que no me sienta tan bien.
11974,i feel awkward and so i start acting awkward lol,sadness,Me siento incómodo y así que empiezo a actuar incómodo lol
11975,i go back to my village i feel i am really lonely,sadness,Vuelvo a mi pueblo. Me siento muy sola.
11976,i can think about is how lonely i feel im all grouchy and agitated and esily airritated,anger,Puedo pensar en lo sola que me siento todo gruñón y agitado y esily airritated
11977,i feel like hes so smart so i can converse many things with him share everything that i wanna share and ask his opinion about whatever,joy,Me siento como si fuera tan inteligente para poder conversar muchas cosas con él compartir todo lo que quiero compartir y preguntarle su opinión sobre lo que sea.
11978,i get on new years eve but it makes me feel rebellious being underage and all,anger,Me pongo en la víspera de los años nuevos pero me hace sentir rebelde siendo menor de edad y todo
11979,i feel it was a very valuable lesson,joy,Creo que fue una lección muy valiosa.
11980,i feel very shocked by how many people i talk to who havent seen this movie,surprise,Me siento muy sorprendido por la gente con la que hablo que no ha visto esta película.
11981,i feel angry disgusted,anger,Me siento enojado asqueado.
11982,i am afraid that i will feel very regretful at that time,sadness,Me temo que me sentiré muy arrepentido en ese momento.
11983,i feel like im craving it and then no matter what i order i just really am not that impressed,surprise,"Me siento como si lo antojara y luego no importa lo que ordene, realmente no estoy tan impresionado."
11984,i woke up feeling distressed instead of rested and it can be hard to change gears after that just ask mike two nights ago i dreamed that we were at my master s graduation which was in my dream held at a water park,fear,Me desperté sintiéndome angustiada en lugar de descansada y puede ser difícil cambiar de marcha después de que sólo pregunte Mike hace dos noches soñé que estábamos en mi graduación de maestro que estaba en mi sueño celebrado en un parque acuático
11985,i feel greedy about my work img height src http forums,anger,Me siento codicioso sobre mi trabajo img altura src http foros
11986,i dnt want yu guys t feel shamed fr knwing nthing instead f pretending r having plastikan with me,sadness,No quiero que se sientan avergonzados en vez de fingir que tienen a Plastikan conmigo.
11987,i don t feel cute like at all,joy,No me siento linda en absoluto.
11988,i must say that this makeover has been all consuming coupled with some major changes at work coworkers having babies and i feel like i have been a neglectful lady,sadness,Debo decir que este cambio de imagen ha estado consumiendo junto con algunos cambios importantes en el trabajo compañeros de trabajo tener bebés y siento que he sido una dama descuidada
11989,i am starting to feel compassionate towards roslin again,love,Estoy empezando a sentir compasión hacia Rosslin de nuevo
11990,i feel beyond ecstatic acause i can,joy,Me siento más allá de lo extático porque puedo
11991,i concentrate on anything else when he feels so miserable,sadness,Me concentro en cualquier otra cosa cuando se siente tan miserable
11992,i truly feel sorry for them,sadness,Realmente siento pena por ellos.
11993,i can take away from this experience is that slowing down is not a bad thing feeling like i cant do things sucks but choosing to not do them is just fine by me,joy,Puedo quitar de esta experiencia es que ralentizar no es una mala cosa sentir que no puedo hacer las cosas apesta pero elegir no hacerlos está bien para mí
11994,im feeling like i want to take one of the superior caps just because theyre supposed to be stronger and curiosity is killing me i think i will,joy,Me siento como si quisiera tomar una de las gorras superiores sólo porque se supone que son más fuertes y la curiosidad me está matando creo que lo haré
11995,i have only taken three rolls shots so far and really i have been feeling my way with a very strange camera a lightmeter and the long forgotten thought processes of slow photography,surprise,Sólo he tomado tres rollos hasta ahora y realmente he estado sintiendo mi camino con una cámara muy extraña un lightmeter y los procesos de pensamiento olvidados de la fotografía lenta
11996,i had a really good first impression of them but i feel one of them dont really like us because she wasnt as friendly as when we first moved in,joy,Tuve una muy buena primera impresión de ellos pero siento que uno de ellos realmente no nos gusta porque ella no era tan amable como cuando nos mudamos por primera vez
11997,im feeling artistic google art project,joy,Im sentimiento artístico proyecto de arte google
11998,i have a feeling innocent world and i are going to become great friends,joy,Tengo una sensación de mundo inocente y me voy a convertir en grandes amigos
11999,i feel as though ive been robbed because much of my summer was not so pleasant and although i started with grand ideas about projects that would be done and structure that would be kept and clever new places that we would go,joy,Me siento como si hubiera sido robado porque gran parte de mi verano no era tan agradable y aunque empecé con grandes ideas sobre proyectos que se harían y estructura que se mantendrían y nuevos lugares inteligentes que iríamos
12000,i feel the need to be out of the house and doing something worthwhile and productive but also i have a huge desire to curl up in my room and hide my existence from the world,joy,"Siento la necesidad de estar fuera de la casa y hacer algo que valga la pena y productivo, pero también tengo un gran deseo de acurrucarme en mi habitación y esconder mi existencia del mundo"
12001,i merely say i do not feel those activities to be acceptable for godly men for examples to others,joy,Simplemente digo que no siento que esas actividades sean aceptables para los hombres piadosos como ejemplos para otros
12002,i was feeling stressed or run down to support the immune system,anger,Me sentía estresada o abatida para apoyar el sistema inmunológico.
12003,i am feeling generally morose and didnt stop for my jamba juice today so i am going for a frappucino later,sadness,"Me siento generalmente malhumorado y no paré para mi jugo de jamba hoy, así que voy a por un frappucino más tarde."
12004,i went to the doctor a few days into feeling weird,fear,Fui al médico unos días para sentirme raro.
12005,i feel insulted but i go out with him anyway,anger,Me siento insultada pero salgo con él de todos modos.
12006,i am feeling very anxious and frustrated right now,fear,Me siento muy ansiosa y frustrada ahora mismo.
12007,i have a feeling it is soon going to become a rather messy heavy book which no one will want to look at but i reckon it will mean the world to me,sadness,Tengo la sensación de que pronto va a convertirse en un libro pesado bastante desordenado que nadie querrá mirar pero creo que significará el mundo para mí
12008,i spend countless hours on the computer and feel that processing the image is as important as the initial taking of the photograph,joy,Paso incontables horas en el ordenador y siento que el procesamiento de la imagen es tan importante como la toma inicial de la fotografía
12009,i declined this invitation but secretly i could not help but feel curious,surprise,Rechacé esta invitación pero en secreto no pude evitar sentir curiosidad
12010,i am feeling clever i see something like this and realize,joy,Me siento inteligente veo algo como esto y me doy cuenta
12011,i call someone i feel like i need to at least talk a few minutes to not be rude,anger,Llamo a alguien que siento que necesito al menos hablar unos minutos para no ser grosero.
12012,i am fascinated with the structure and function of the brain its so incredible that everything we think and feel all our memories and emotions are created and stored in this strange convoluted structure,fear,Estoy fascinado con la estructura y la función del cerebro es tan increíble que todo lo que pensamos y sentimos todos nuestros recuerdos y emociones son creados y almacenados en esta extraña estructura enrevesada
12013,i marvel at the wonders of life this happened a while ago but i am feeling sentimental this week,sadness,Me maravillo de las maravillas de la vida que esto pasó hace un tiempo pero me siento sentimental esta semana
12014,i always feel as though it is my role in life to be supportive to my friends as an example of joy and fun to remind them that life is good that we are good and that when they and we are not we can strive for them to be so,love,Siempre siento como si fuera mi papel en la vida apoyar a mis amigos como un ejemplo de alegría y diversión para recordarles que la vida es buena que somos buenos y que cuando ellos y nosotros no lo somos podemos esforzarnos para que sean así
12015,i feel the pain but with my family and friends support make it sure that no negative thoughts overtake me,joy,Siento el dolor pero con mi familia y amigos apoyo asegurarse de que ningún pensamiento negativo me supera
12016,i know i will feel quite melancholy this weekend as its our very last bit of relaxation downtime within those four walls before a week of working packing and then eventually moving,sadness,Sé que me sentiré bastante melancólica este fin de semana como nuestro último poco de descanso entre esas cuatro paredes antes de una semana de trabajo empacando y luego eventualmente moviéndose
12017,i feel tranquil now,joy,Ahora me siento tranquilo.
12018,i left feeling triumphant that i had taken the challenge on and saved money,joy,Me fui sintiéndome triunfante de haber aceptado el desafío y ahorrado dinero.
12019,i feel sure that this will be a night to remember,joy,Estoy seguro de que esta será una noche para recordar
12020,i was out until at a social gathering so i feel a bit groggy today,sadness,"Estuve fuera hasta una reunión social, así que hoy me siento un poco aturdido."
12021,i say i m feeling generous so have three winners lisa laurie and teresa,joy,Yo digo que me siento generoso así que tres ganadores Lisa Laurie y Teresa
12022,i started explaining what my biggest problems were bottling up my feelings and then dumping all those problems onto one person and my selfish search for happiness when i had felt everyone around me had found their happiness,anger,Empecé a explicar lo que mis mayores problemas estaban embotellando mis sentimientos y luego tirar todos esos problemas en una persona y mi búsqueda egoísta de la felicidad cuando había sentido que todos a mi alrededor habían encontrado su felicidad
