Texto,Emocion
Recuerdo claramente la sensación de estar deprimido durante ese tiempo.,sadness
"Luché con sentimientos de ira, dolor y tristeza, pero aún así me sentí esperanzada.",sadness
Me sentía un poco nostálgico y decidí ver un clásico protagonizado por Bruce Willis en la vieja película titulada monos,love
Recuerdo que me sentí un poco confundida y realmente la cuestioné diciéndome eso.,fear
Puedo sentir algo tan fuerte para los demás pero tomarlo,joy
Estaba sintiendo el amor Shake choza este día supongo porque me veo como una hamburguesa con ropa sucia y pelo porque mi equipaje no había llegado todavía,sadness
Me siento como mercancías dañadas porque cada vez que empiezo a gustarme alguien me lastimo,sadness
Me siento como que estoy haciendo algo ligeramente productivo incluso si tengo cero folículos allí,joy
Me siento para siempre solo.,sadness
Siento que es un cambio encantador en las madres modernas,love
Me sentía como una ballena beluga y bastante gruñona.,anger
Me siento un poco delicado.,love
También me siento agravada tengo una razón embarazosa no quiero ir a casa sin embargo temí venir aquí y ahora estoy temiendo salir de aquí,anger
Me quedo adormecido por todo lo que me rodea mientras me recupero lentamente del último episodio,sadness
Siento que nuestra vida es cualquier cosa menos glamorosa.,joy
No siempre recuerdo hacer esto pero cuando me siento perra y abajo en el mundo si me detengo y tomo un momento para respirar y pensar en todo estoy agradecido por la alegría se filtra de nuevo,anger
cuando se hizo evidente que un hombre había utilizado a muchas personas sexual y psicológicamente,anger
Yo solía sentir tristeza por este tener buenos recuerdos de formación y amistades en las parroquias tec,love
me siento liviana y quejumbrosa y en general cansada,fear
Fui por ahí el resto de la noche sintiéndome tonta por mostrarle a esta mujer ciega una foto,sadness
Me siento más miserable.,sadness
Siento que tengo muchos puntos fuertes con respecto a la deuda de desempleo de la economía y otras opciones,joy
mi sensación de resolución,joy
Me sentía creativa y mejorando las cosas en mi casa.,joy
Amo a mi familia y tengo una vida maravillosa así que escribir todo esto y quejarme me hace sentir desagradecido.,sadness
"Me siento virtuoso en comparación con él, pero no tengo que hacerlo.",joy
Me siento cojo por casi sólo usar mi teléfono para tomar fotos como siempre ahora,sadness
Tengo que relacionarlo con cómo un sujeto percibe algo desagradable o tal vez cómo el significado o la sensación de unsavory depende de la forma en que percibimos nuestras posiciones de sujeto,sadness
Me siento más seguro de estar bien preparado cuando me gradúo.,joy
Me senté allí en nuestra sala de estar sintiendo el sol venir a través de la ventana abrazando a mi hermoso cachorro y lloró,joy
Todavía me siento increíblemente aborrecible estando en albuquerque pero al menos el clima está mejorando más o menos,sadness
Siento que así es como podemos ser seguros para ser nosotros mismos y confiar,joy
Te pregunto cómo pueden sentirse virtuosos si algún miembro de sus grupos preferidos de víctimas aprende a asumir la responsabilidad de sus propias vidas.,joy
Podía sentir la conexión más fuerte y todavía puedo con mi yo divino,joy
Me siento privilegiado de tener el padre terrenal que tengo pero un privilegio mucho mayor es la voluntad de los dioses de ser mi padre,joy
Me siento aún más odiado.,sadness
Puedo decir que pms está en el trabajo porque me siento tan llorando,sadness
Me estaba sintiendo muy impresionado conmigo mismo por tomar solo ocho meses para terminar la letra de una canción emo bastante simple aunque suficientemente torturada.,surprise
Siento una sensación de esperanza y optimismo y estoy decidido a permitirme experimentar estas emociones sin arrepentimiento cinismo culpa o vergüenza,joy
Creo que este fue su error y están siendo groseros.,anger
Ya me siento como ser torturado por no tener ninguna,fear
Necesito ser sabio y esconder algunas cosas de él porque si él realmente sabía todo sobre mí entonces se sentiría demasiado seguro se aburriría e iría a buscar su aventura en otro lugar,joy
"He escrito corte de pelo en lugar de corte de pelo, pero ya que me siento como si fuera lindo después corte de pelo está justificado",joy
No me sentí demasiado drenado.,sadness
"Sé que esta señora es una verdadera atleta, pero esta mañana no estoy pensando en sus habilidades atléticas siento que estoy tan contento de que sea Jonti y ella que están haciendo este largo evento y no yo",joy
Me siento muy satisfecho y no espero tener hambre más tarde,joy
i si te sientes valiente,joy
Cuando había una posibilidad de conseguir mejor en la vida profesional yo valorizaba mucho este aspecto la gente me mostró esta posibilidad,joy
"No estoy ni cerca de terminar, pero lo mucho mejor que me siento su ridículo",surprise
Tengo estas nuevas canciones que se sienten muy vitales y reales para mí y están listas para ser compartidas,joy
Creo que los desarrolladores deberían escuchar que la gente está realmente impresionada con su trabajo si son,surprise
Yo estaba teniendo un cig y se siente como ok mal sólo escribir mi colomn sobre cómo los hombres conservadores son mejores bfs y tha mejores amantes,joy
Estoy emocionado con la forma en que mi piel y cabello se sienten si eres como yo eres escéptico,fear
Comencé la semana sintiéndome aturdido y enfermo recogiendo una nota de enfermedad del médico y subiendo a sábanas frescas con bocadillos y una botella de agua a mano.,sadness
Puedo comprar la mejor fruta la tienda consigue reutilizar sus bolsas y me siento virtuosa sobre salir de la tienda sin un trozo de plástico nuevo la bolsa en la foto es vieja y bien amada,joy
"Siento que no quiero volver a escribir hasta que pueda hacer un personaje más querido que Harry Potter porque de lo contrario, ¿cuál será mi historia para cualquiera?",joy
"Todavía termino sintiéndome un poco aturdido por una gran sobrecarga sensorial después de pasar un largo tiempo en una zona muy abarrotada, pero hoy no fue tan malo y la buena compañía más que compensada por ello",surprise
Me senté allí sintiéndome frustrado porque no sabía sobre algunas de las diferentes cosas que Ashton e Isaac podrían haber estado involucrados en por qué no eran los chicos pro activos sobre involucrarse en más cosas y conseguir más premios,anger
id me gusta tener menos miedo de decir que realmente me siento menos miedo de viajar,fear
He dado el paso para empezar este blog me siento como si estoy agobiado para ser particularmente duro,sadness
Estaba sintiendo algo de irritación y rabia sintiendo ser insultado,anger
Me sentía bastante débil en ella.,fear
Siento su inocente y cariñoso aliento en mi cuello,joy
Yo sólo y que la mayoría de la gente no se ha establecido exactamente todavía pero la otra parte de mí se siente como que perdí mi oportunidad,sadness
Me sentiré un poco inseguro.,fear
Me siento como si este fuera un libro más largo que me hubiera gustado más,love
No siento que este mes haya sido un fracaso sino más bien un abridor de ojos para ayudarme a ser más productivo organizado y libre,joy
Estoy al borde de las lágrimas sintiéndome deprimido infeliz sensación inútil como si hubiera desperdiciado mi vida no veo futuro con felicidad en ella,sadness
He estado sintiéndome un poco culpable últimamente de no haber permitido a mi chica lovin proyecto con cosas creativas durante nuestras tardes juntos,sadness
Estoy sentado aquí sintiéndome bastante miserable en este momento.,sadness
"Cafetería me siento sentado, me siento herido, asustado.",sadness
me siento bastante aventurero y probé esas bebidas que normalmente leo a través de las páginas de los libros de bolsillo,joy
Me siento un poco avergonzado cuando escribo cosas como sentarme en el sofá y ver maratón de hormigas,sadness
Soy mayor y adopto niños si nacen gay que creo que es una cosa nacida se siente libre de discutir voy a respetar que al igual que voy a aceptar si nacen con las manos izquierdas o jengibre,joy
Cuando tenía diez años me encerré en la escuela con un amigo tuve que saltar por una ventana y cruzar una viga de metros de altura.,fear
Siento que es un cambio de estilo de vida con el que realmente podría vivir sin sentirme privado.,sadness
Tengo una tos profunda en el pecho y en general me siento terrible.,sadness
Im un poco agotado hoy y usted puede estar sintiéndose agotado leyendo este post también,sadness
Me siento tan privilegiada y sin embargo tan poderosa,joy
Siento que eso es lo que es el círculo vicioso.,anger
Percibo que te sientes ahora y te afliges juntos por la piedad. Estas son gotas graciosas.,joy
Ya he mencionado que la empresa con la que tuve una entrevista telefónica decidió que no era el adecuado para la posición y me siento rechazado,sadness
Hoy me siento un poco más sociable.,joy
Todavía me siento muy sumiso.,sadness
Me siento como si les apoyara a los dos.,joy
Encontraré nuevos amigos que voy a tratar de hacer que se queden y si decido que no quiero sentirme lastimado de nuevo y sólo montar el último año de la escuela por mi cuenta voy a tener que intentar extra duro para no importar lo que la gente piensa de mí siendo un solitario,sadness
Escucho a la gente explicar sus frustraciones con citas o cómo se sienten rechazados después de una posible fecha no se materializó o no conseguir pas,sadness
Siento que el sector de los metales preciosos comenzará algo como esto en los futuros cercanos y posiblemente ya ha comenzado como se ve en el aumento del volumen en los días de bajada,joy
Siento que puede ser malo para algunos podemos hablar de compartir demasiado y cómo la gente piensa que es un diario de su vida,sadness
"Estaba saliendo con Zach en un momento y había una chica con la que tengo sentimientos muy fuertes y Zach dijo: ""Ok, te voy a dar esta canción""",joy
"Sólo tengo ganas de hablar de ello, pero no estoy seguro de quién va a escucharlo, ya que parece un aburrido profundo material artístico lol así que lo puse aquí",joy
Creo que estoy empezando a sentir celos.,anger
Odio sentirme tan patética.,sadness
Me siento como invitados de honor especial,joy
Me apasiona el tema.,joy
Digo su nombre una y otra vez y siento el cambio en él el deseo casi violento en el que reina con dificultad como las primeras olas de estupor orgásmico me envuelve,anger
Veo a otras personas escribiendo sobre el amor cuando acaban de romper y encontrar a otra persona en su vida me siento tan disgustada,anger
Salgo del cine sintiéndome como una colegiala risueña.,joy
Me siento tan apasionado por la utopía es mi deseo de paz en esta tierra agitada,love
Siento que mi buen amigo narcisismo podría tener algo que ver con ese bien que y una cucharada de aburrimiento,joy
Me siento tan malhumorado y desconectado.,anger
Me siento sospechoso de los objetos inanimados y como si mi casa es en realidad el conjunto de una obra de teatro o una película o algún tipo de modelo de sí mismo y cómo llegué a estar aquí y por qué es esa alfombra mirándome así,fear
Im y yo sentimos que tenemos muchos años para ir zenden le dijo a Boston en línea amsterdam reuters explosiones dañadas un tribunal holandés el lunes horas antes del juicio del secuestrador de cerveza magnate freddy Heineken estaba listo para comenzar la policía holandesa dijo,sadness
"Lloré a través de todo, pero recuerdo que nos bendijeron para sentir consuelo y recuerdo sentir un espíritu dulce",love
Finalmente me siento como que estoy recibiendo tratamiento por mi lesión y que no estoy siendo castigado por haber sido herido durante un asalto,sadness
No me siento muy leal hacia ellos.,love
Me siento como ser castigado y me pone triste estresado preocupado,sadness
Me siento tan humillada por no lograr lo que debería haber conseguido.,sadness
He estado dedicándome a ti de lunes a lunes y de viernes a viernes sin recibir suficiente retribución o incentivos decentes para mantenerme en ello. Estoy empezando a sentirme un poco abusado como una cafetera en una oficina así que voy a ir a un lugar acogedor para conseguirme un amante y contarte todo sobre ello.,sadness
Vuelvo a sentirme inteligente otra vez.,joy
mal hablar de la sensación de productos falsos y lugares en los que confío para comprar,sadness
Me gusta mirar este anillo cuando me siento dudoso o deprimido y me recuerda que honestamente no tengo ningún arrepentimiento y sé im donde se supone que debo estar,fear
Me levanto y decido que tengo ganas de hacer otra cosa completamente bien entonces mal sólo hacer eso en su lugar,joy
Me siento un poco sarcástica hoy,anger
Sé que estos sentimientos premoniciones y así sucesivamente simplemente podría ser el producto de mi propio subconsciente problemático agarrar mi atención consciente por un poco,sadness
Todavía me siento inútil en el fondo.,sadness
"Me enojo más por lo que has hecho que debo decirte cómo me siento no es que rompiste con ella, sino cómo lo hiciste y la velocidad con la que tomaste esa decisión.",sadness
"No sentí la necesidad de comerme mi amado queso y mientras tenía unos cuantos descansos, aprendí a lidiar con ello ahora.",love
Anhelo sentirme útil más allá de nuestra pequeña casa,joy
Empatizar con la sensación de estar insatisfecho no donde quiero estar pero no me siento de esa manera,anger
No me gusta sonreír. No quiero hablar y no quiero ser considerado.,joy
Siento tal apego a Cindy su dulce familia y Atticus,joy
He estado sintiéndome muy inquieto.,fear
Me sentía muy vigorizado por el proceso.,joy
Me senté en el trabajo sintiendo presión en mis oídos sonando mi nariz y sintiéndome miserable,sadness
No sé por qué creo que es porque estaban en un descanso así que no activamente ttc pero me siento mejor sobre todo el asunto,joy
Me siento perturbado cuando veo a la gente romperse en pedazos justo delante de mí por amor,sadness
Tenía que sacar todo eso de mi cabeza y en una pantalla donde puedo venir y volver a leerlo más tarde para ver que mientras tenemos numerosas bendiciones hay algunos desafíos y que está bien para mí para sentirse abrumado a veces,fear
Me siento amado porque programé mi computadora para decirme que me ama,love
No puedo entender por qué sigues ocultando tus sentimientos cuando él te quiere tanto.,love
Se supone que debo sentirme segura de que Koyama fue el que respondió.,joy
me siento más extrovertida y feliz desde que estaba fuera de la medicación,joy
Me siento un poco más inadecuado en todos los aspectos y sólo me rompe más,sadness
Tengo la sensación de que id recoger algunas de las habilidades artísticas allí también,joy
Soy una chica de pueblo pequeño y me siento muy satisfecho con quedarme en mi zona de confort pero con JENE teniendo que trabajar hoy los chicos y yo nos enfrentamos a la ciudad ventosa por nuestra cuenta,joy
Estoy feliz de decir que me siento mucho más creativo de lo que tengo en mucho tiempo,joy
"Estoy durmiendo mejor, pero aún así me siento aún más exhausta que nunca, lo cual no entiendo.",sadness
Me siento raro por mí mismo. Esto no se siente como yo.,fear
Me siento juguetona voy a decirle a mi novio y si él no lo siente demasiado tal es la vida es su pérdida,joy
"Me siento un poco triunfante, muchas gracias.",joy
me siento bastante letárgico de alguna manera hoy y muy agotado últimamente ya que apenas tengo tiempo para sentarme como im constantemente en mis pies que originalmente no me quejaba como su me ayuda a perder peso pero cuando estás empezando a ponerse mal no es bueno para moverse mucho,sadness
me voy a sentar y ganchillo algunos cuadrados más y tratar de no sentirse alarmado por la cantidad de ellos que necesito hacer antes de que estos bebés nacen,fear
Me encanta la nieve lol sólo hace que todo se sienta tan tranquilo,joy
Me sentía bastante aturdido en los días antes de la carrera las glándulas en mi cuello estaban doloridas e hinchadas y podía decir que mi cuerpo estaba luchando contra un insecto de algún tipo,sadness
Sé cómo se sienten las personas mayores cuando tienen miembros de la familia codiciosos que están tratando de tomar sus cosas antes de incluso pasar,anger
"Soy piedra e incluso con sólo el espesor cm no me acercaré a sentir las lamas que sostienen el colchón, excepto cuando me siento en el borde sin sorpresa",love
Se reserva el derecho de sentirse terco e impotente al respecto.,anger
Tuve una clase de entrenamiento ayer que me ayudará a sentirme un poco menos estresada con las técnicas que aprendí,sadness
me siento un poco impresionado por su creatividad,surprise
Me siento aprensiva y me pregunto si las marcas que he hecho en el pasado todavía están ahí.,fear
Me sentía gruñón no las mujeres problemas gruñón pero cinco años de edad quiero conseguir a mi manera tipo de gruñón no crees que hay una diferencia,anger
Solía sentir cuando todavía era un niño siendo muy curioso e inocente con todo y todos a mi alrededor.,surprise
"Todavía me siento un poco raro llamando al director de mi compañía Bob, pero cesó después de que me corrigiera repetidamente.",surprise
Estoy seguro de que se siente sola. Imagina que me llevo toda la casa en la cabeza cuando tengo fiebre.,sadness
No me sentiría tan ofendido como ahora porque la señal sería exacta.,anger
Me siento agitada como si mi corazón se rompiera y no hubiera palabras para hablar.,fear
Siento un honor de mi contenido estar allí,joy
Voy a conseguir un cepillo de cara en ángulo o las herramientas ecológicas sonrojan cepillo de nuevo y ligeramente barrer muas presionado polvo en los huecos de mis mejillas hasta en mis sienes y cuando me siento valiente tal vez un poco debajo de mi nariz y en mi barbilla,joy
"No suelo probar el estilo vintage ya que no es realmente lo mío, pero un día para las margaritas las imágenes son hermosas y a menudo me siento inspirado para crear tarjetas vintage con ellos",joy
Siento que si les pido que se queden por mí entonces soy el egoísta a pesar de que ellos son los que hacen planes que ellos saben que no puedo hacer con ellos,anger
Me he estado haciendo algunas preguntas difíciles en un intento de entender por qué siento este extraño empuje y tracción entre diferentes aspectos de mi vida,fear
Me siento tonto por lo mucho que he analizado esta decisión solitaria de ir o no ir,sadness
Tengo la sensación de estar mirando para ver a Charlie ser encantador y zen en lugar de porque realmente me importa lo que está pasando,joy
"No me he sentido muy sociable últimamente, así que lo siento si soy difícil de conseguir una",joy
No sé cómo me siento acerca de mi querido equipo de reclutamiento,love
Espero que tengas esa sensación de mariposas de nuevo un día porque fue realmente fantástico,joy
Abordo ideas políticas sólo cuando algo me hace sentir enojado e incluso entonces es a menudo personal,anger
Todavía me sentía como si no fuera aceptado y no tuviera a nadie más a quien ir.,joy
Recuerdo haberme sentido aterrorizado cuando era niño.,fear
Todavía me sentía valiente.,joy
Siento que debería estar y la paga es demasiado baja para mantener la vida en la ciudad.,sadness
Me siento tan honrado de recibir esto de Krista conocer al mundo blogger como un href https www,joy
Trato de ser siempre esperanzador y eso me ayuda a sentirme bien.,joy
Siento remordimiento por no sacar el máximo partido con ellos.,sadness
Siento que soy sincero.,joy
Me siento horrible por hacer que todos los demás estén tan preocupados.,sadness
Me siento tan codiciosa que todo lo que me importa es yo misma.,anger
Voy a poner en el ordenador hasta que me sienta menos violento y abajo,anger
Inmediatamente reaccioné a esa imagen sintiendo que era más una marca de ego de kubricks que un inteligente guiño a una película pasada,joy
Me siento golpeado por un href http ediebloom,sadness
Me siento tan aliviada ahora mismo.,joy
Me siento mucho más contento de haber vivido unos momentos de ese viaje a través de estas fotos,joy
Yo también lo siento por él. Nunca he odiado amar a alguien tanto como a él.,sadness
Ya no siento ningún efecto del síndrome del intestino irritable del ibs con el que sufrí durante años.,anger
Me molestas tanto como que me siento innecesaria e irracionalmente enojado cuando estás alrededor de que la más mínima idiosincrasia tuya me enferme.,anger
Voy a hacer una lista de mis cosas favoritas porque una vez que digo cosas en mi blog me siento de mierda retrocediendo en él,sadness
"Siento que somos tan talentosos como cualquier región del mercado en América, pero depende de nosotros reunirnos y probarlo.",joy
Me he sentido tan amada y tengo tanto amor por la gente en mi vida que me siento contenta con donde estoy ahora mismo.,joy
me siento generoso es fácil cuando usted está regalando otras cosas de mirones si después de votar usted visita el href http www,love
Me siento satisfecho con nuestro progreso y orgulloso de mí mismo por hacerlo.,joy
Me siento más apasionado por,joy
im flotando en la región gris entre el odio a sí mismo y sentirse superior,joy
Tuve la sensación de que estaba demasiado caliente en ese momento.,love
Me sentía compasiva en ese momento aunque no tenía tejido así que pensé en mi forma de compasión lol de preguntar por ello pero no puedo soportar la mirada en su cara ah,love
Me siento encantado de ser parte de la celebración tan diversificada y tan encantada de la mujer de la que hablamos con demasiada frecuencia pero olvidamos todo lo mismo más a menudo,joy
"Hago lo mejor que puedo, pero me siento incómodo.",fear
Debo decir que me siento drenado de cualquier inclinación poética,sadness
Estoy de vuelta en el condado y aunque es encantador reunirse con los campos una vez más me siento un poco inquieto y falta la vida de Londres,fear
Me veo a mí misma sintiéndome herida o decepcionada o incierta,sadness
Me siento aún más solo aunque lo tengo a él.,sadness
Incluí mis sentimientos pero no se cometieron actos violentos contra ella.,anger
Me siento drenado porque no me estoy tomando este aspecto lo suficientemente en serio.,sadness
Me siento como que no soy el único que está harto del mundo y me alegro de que confíen en sus observadores con este tipo de información,joy
Necesito ese calor para recordarme que está ahí cuando la vida se siente fría y vacía.,anger
No podía quedarme dormida sintiéndome asustada.,fear
Me siento grosero traer mi propia nevera que come comida pero supongo que mi opción,anger
Había sentido que era culpa mía que le hubiera hecho daño y hecho que me abandonara.,anger
Me siento muy amargada por todo esto.,anger
Me siento como el apoyo y alentador cuando se trata de nuestra alimentación saludable y fitness,love
me siento muy emocionado por mi nueva colocación,joy
Trato de no sentirme derrotado más bien me esfuerzo para continuar tratando de crear edredones que expresen plenamente mi visión,sadness
Me siento tan deprimido que no sé lo que es sólo se siente como si tuviera una gran roca dentro de mí pesando hacia abajo,sadness
He estado sintiéndome miserable desde que me gradué en la secundaria.,sadness
Me siento un poco paranoico para que pueda olvidar lo que he aprendido,fear
Me siento tan extasiada y aliviada.,joy
Siento esos anhelos artísticos en mi música y sé que si yo fuera a proveer para una familia y no pudiera hacerlo con el regalo que Dios me ha dado sería muy muy difícil,joy
Me siento bastante frustrado.,anger
"Siento pena por las veces que lo juzgué mal, así como lo tuve para mí.",sadness
Inmediatamente empecé a sentir mi sangre hervir la ira viniendo sobre mí y ese nervio se agita,anger
No me he sentido muy sociable.,joy
Dejé la propiedad sintiéndome insultada y me encontré minutos más tarde en la calle principal una víctima desprevenida de un enemigo desconocido.,anger
me siento decidido ahora a empujar a través de cualquier hipo y alcanzar mi objetivo final de estar dentro del rango de peso saludable kg para mi altura,joy
No me siento bien casi todos los días.,joy
Puedo sentir el viento frío,anger
Siento que él es sincero en sus sentimientos por mí y sé que me preocupo mucho por él pero es suficiente esta vez no sé,joy
Yo también tengo el significado de confiar en sí mismo confiando en que tenemos lo que se necesita para conocernos a nosotros mismos a fondo y completamente sin sentir desesperanza sin volverse en contra de nosotros mismos debido a lo que vemos,sadness
Me siento muy suave ahora,joy
Podría buscar soluciones en lugar de sentirme impotente. Realmente hizo una gran diferencia.,fear
"Fui a jugar a los bolos David y algunas otras personas, pero realmente no me sentía como ser sociable, así que llamé y mandé un mensaje a Lisa toda la noche que también estaba enviando mensajes de texto a Chris al mismo tiempo que ella lo conocía toda su vida.",joy
También siento que he sido aceptado con los brazos abiertos corazones y mentes gracias por facilitar esta bienvenida y apoyo de la comunidad marie,love
Yo sugeriría más gente podría sentirse más a gusto en el cuidado de las sociedades que dan,love
Me siento triste este fin de semana,sadness
"Puedo insistir e insistir en que soy una madre, pero me siento como una muy podrida.",sadness
Me siento angustiada y devastada.,fear
Me sentía un poco rebelde y mi puesto estaba un poco en el,anger
Me siento fuerte y complaciendo en la fuerza de mi cuerpo sintiéndome bien sobre lo que puede hacer y cómo se ve mientras lo hace,joy
me siento rebelde por el bien de ser rebelde,anger
Me concentro en ello al escribir esto siento un poco de opresión la popular alternativa al dolor alrededor de la zona,joy
Necesito ser para mí y las cosas que siento que es importante que mis hijos sepan,joy
Supongo que sólo mi esposa puede estar segura pero me siento al menos un poco menos egoísta desde que me casé.,anger
Siento algo de pena por ella.,sadness
Siento que la brisa fresca está llegando pronto.,joy
Sólo he estado blogueando aquí por un corto tiempo de hecho hoy marca mi blogoversary de tres meses pero siento que he sido aceptado en esta comunidad,joy
Tengo esa sensación de malestar como la que tienes cuando oyes que alguien murió y estás conmocionado y mareado y me doy cuenta de que realmente se ha ido para siempre.,surprise
"Me siento vulnerable cuando estoy solo no sólo porque me siento tan incapaz de defenderme a mí mismo, sino también porque podría ir a trabajar en cualquier momento",fear
me siento bastante suave id como para señalar que hay algunas cosas que no entiendo,joy
Me siento muy bendecida y disfrutando de mi tiempo aquí.,love
Agrupo a todos juntos de una manera extraña y me siento querido y respetado pero no amado por nadie,love
Estoy emocionado y quiero que esté orgullosa de ser educada en casa y no sentir vergüenza,sadness
Me encanta cuando todo se ve tan brillante incluso me siento tan aburrido,sadness
Me siento drenado o me siento energizado,sadness
No me siento como si no tuviera éxito cuando fallo en alcanzar un objetivo en mi carrera de escritor independiente,sadness
Dejé de sentirme enojada porque la máquina me robó el dinero y elegí en cambio sentirme agradecida de que tengo ropa para lavar en primer lugar.,anger
No quería quedarme en este sentimiento de soledad el vacío de mis oraciones peticiones en blanco a una deidad de papel,sadness
Entiendo que se sentía devastado y simpatizo,sadness
Siento que algunas personas no suelen preferir ser veraces y preferirían inventar muchas cosas diferentes y decir mentiras.,joy
Tengo estos pensamientos intrusivos mayormente violentos o a veces sexuales los sexuales me hacen sentir realmente agitado no agradable en absoluto mientras que los violentos no tienden a molestarme,fear
Espero que todos ustedes se sientan muy encariñados conmigo a estas alturas.,love
Espero que disfrutes y no te sientas ofendido.,anger
Me di cuenta hace varios meses de que empecé a sentirme resentido mientras caminaba hacia un cruce peatonal con la intención de cruzar la carretera.,anger
Odio ese sentimiento cuando estoy a punto de hacer algo entonces me da miedo y casi me doy la vuelta y me voy,fear
Me siento demasiado especial para dejar pasar pero no tengo un uso para mí y con suerte compensar el gasto de nuestras incursiones,joy
No puedo evitar sentirme angustiada.,fear
Me siento terrible.,sadness
Me siento tan dolorida por una situación o circunstancia o me siento tan frustrada por algo que está tan fuera de mi control y completamente inaceptable que en lugar de parecer una persona loca corriendo por ahí maldiciendo y gritando lanzo una rabieta en mi mente,sadness
he omitido el enlace a este artículo ya que siento que los lectores de este blog pueden estar ofendidos por el contenido adulto cuestionable en la página web de los nyps,anger
Necesito estas muletas pero siento que no puedo evitarlo Me renuncio a una posición de ser miserable hace tanto tiempo que me está tomando pasos bebé para darme cuenta de que no tengo que ser,sadness
En realidad me siento esperanzado.,joy
Siento que esto es algo que puedo hacer bien y me ayudó a salir de puntos difíciles antes,joy
"No sé de nadie más, pero hay momentos en los que me siento triste y estresado y necesito ver algo bonito.",sadness
Siento una extraña desconexión.,fear
Siento que mucha gente me ha juzgado simplemente porque puedo ser uno,anger
me siento trágica como im marlon brando,sadness
Tengo hambre de cualquier cosa me siento feroz como un tigre,anger
Estoy poniendo mis libros en una pila y preguntándome cuándo no dejar de sentirse tan triste por el fallecimiento de Ray Bradbury,sadness
Me siento cada vez más enérgico y cómodo por dentro y por fuera,joy
Me siento como si me castigaran por tenerlos también.,sadness
Quiero decir que me gusta sentirme bonita con el maquillaje,joy
No soy fuerte que me siento asustada sola perdido y confundido,fear
Me siento realmente estresado con el trabajo,sadness
Estoy emocionado de ver a dónde va esto y al menos me siento como haciendo algo en lugar de estar sentado sintiéndome infeliz con cómo son las cosas.,sadness
Nunca me siento aceptado.,joy
i más importante que ir divertido ipad juegos de estrategia botas originales de ugg wear ugg boots este invierno bajo costo ugg boots uggs necesidad de lavarse dentro también son ligeros por lo que no se sentirá cargado con ellos acelerar las finanzas con préstamos de día de pago préstamos de día de pago la solución mensual para usted,sadness
Me siento una persona en gran parte sin importancia realmente significa mucho para mí que la gente incluso considera venir aquí,sadness
Quiero dar la sensación de ser valorado,joy
Puedo mirar hacia atrás y sentirme satisfecho de que salvé todas esas culturas de un destino terrible y que mi tiempo pasado en el trabajo no fue en vano porque los resultados de mis esfuerzos beneficiarán a los estudiantes durante décadas por venir,joy
Lo he reducido a los mejores artículos que siento que son una debe tener que hacer el próximo año de su vida de bebés más agradable para los dos,joy
estoy encerrado en mi mundo y luego me siento feliz,joy
Me siento muy perturbado por eso.,sadness
Todavía estoy entumecido. Cuestiono todo sobre lo que siento y aterrado de confiar en todos mis sentimientos.,fear
Creo que la respuesta a mis problemas se puede encontrar en el fondo de una botella de alcohol barato y lógicamente sé que nada me espera allí excepto un dolor de cabeza llega a la mañana siguiente un dolor aburrido en mi templo como la sensación de lágrimas reprimidas,sadness
Me siento absolutamente encantadora ahora con una taza de té verde caliente al lado del teclado,love
No me siento útil.,joy
Me siento un espectador a esta suposición y divertido y me divierto que no puedo aliviar todo el dolor,joy
Siento que no llego a las etapas más profundas del sueño que dicen son vitales para un buen sueño y el funcionamiento adecuado al día siguiente,joy
Me siento muy contento hace una hora,joy
Estoy agradecido por no asistir a la terapia pero realmente no estoy más adelante de hecho probablemente sentirse más aislado mal entendido y solitario en ella,sadness
Ya salí de mi camino para ser lo más considerado posible con los demás pero ahora siento que estoy siendo abusado,sadness
Siento que el asunto ha sido resuelto.,joy
Confío en ciertos add ons que no están disponibles para midori que siento su inadecuada,sadness
Me encontré un lugar después de buscar uno durante mucho tiempo.,joy
Ojalá pudiera vivir aquí todo el año pero entonces probablemente perdería la sensación de fuga que encuentro tan preciosa.,joy
Me siento como un año rebelde que se para en la puerta parpadeando las luces apagadas y encendidas en las profundidades de mi espíritu,anger
Siento que la gente rica nunca entenderá la crueldad del dinero.,joy
He dicho en posts anteriores que siempre me siento tan elegante usando una creación azul,joy
Me siento bendecido y afortunado de haber ido a tantos lugares y visto tantas cosas,joy
Siento que las cosas son perfectas.,joy
Encuentro que cuando miro las cosas de esta manera trato mejor con la situación y no me siento tan agitado.,fear
No he llorado en el último día o dos pero en cambio me siento positivamente convencido de que Dios tiene un plan y un propósito para mí y todo lo que hago,joy
Me siento humillada cuando me veo obligada a tomar decisiones que no quiero hacer simplemente para complacer a mis padres,sadness
me siento divertido google doodle de pac hombre juego,joy
Me siento mal.,sadness
"Me siento más como yo, excepto un poco de llanto.",sadness
Ya puedo imaginar y sentirme tan emocionado si estoy en su zapato,joy
Sin duda sentiría lo que se supone que es sentir lo que es valiente,joy
Puedo caminar por otra calle y dejar de sentirme impotente y sin esperanza,fear
Me sentía conflictiva y descorazonada por mi elección de conseguir un nuevo trabajo aunque sé que esto es lo que Dios tiene para mí ahora mismo.,sadness
Generalmente sólo post en este sitio cuando me siento completamente abrumado y necesito un espacio para desahogarme sobre los peligros de la escuela de derecho sin embargo últimamente he estado riendo mi camino a la biblioteca de leyes como una especie de película desquiciada Jillian oh esto es demasiado fácil,fear
