Texto,Emocion
Me atrevo a hacer lo siguiente cuando me siento lo suficientemente valiente,joy
Me siento ansioso por hacerlo bien y siento que tengo más títulos en mí. Concluyó siniestramente.,joy
miro los niveles de estrés me siento y no amo lo concentrados que están debido a mi mentalidad de planear una boda en cuatro meses,love
me siento muy positivo en lo que quiero lograr,joy
Tengo una familia que puedo sentir apasionado y completamente cómodo con,joy
Siento que esto es para otros decidir hellip estoy encantado de que los fans de mis pinturas ahora serán capaces de ver un cuerpo de trabajo del que estoy muy orgulloso,joy
Nunca he hecho una desintoxicación o limpieza antes y realmente no tenía ningún deseo de que me siento como ciclo de limpiezas alrededor y llegar a ser popular cada par de años y id más o menos los descartó,joy
Vine a utah enloqueciendo por no saber lo que estaba haciendo con mi vida sintiéndome menos valioso por no ir en una misión como cualquier otra chica y simplemente siendo estresado por las tensiones diarias que mi vida me ha dado amorosamente,joy
Me siento muy indeciso y espontáneo,fear
Me siento golpeado y me siento vacío,sadness
Siento que las resoluciones son aburridas y clichés.,sadness
Me siento presionado para hacerlo bien y yo fe,fear
me siento podrido y pretendiendo que es tan,sadness
Me siento emocionado por ello.,joy
He estado sintiéndome delicada esta semana.,love
Siento que es muy grosero e ingorante.,anger
Puedo empezar a ver un primer paso y de repente la vida no se siente tan desesperada,sadness
Tenía la sensación de que él sería el eliminado pero no estaba completamente convencido de que su habilidad de cocina eran da bomba sí i m azotando a la jerga temprano,joy
Me siento bastante estúpido.,sadness
Empiezo a sentir cómo estos personajes están sintiendo las angustias que están sufriendo o que ya han sufrido.,sadness
"Me siento completamente grosero con no mantenerse al día con algunos de ustedes a lo largo del año, pero ha sido uno muy ocupado",anger
Caminé a la escuela sintió el rebote en su paso los sentimientos de alegría de la juventud y la emoción de la emoción de venir a la escuela y conocer a sus queridos amigos,love
Estoy despierto y listo para leer leer leer leer hoy a pesar de que me siento muy aturdido esta mañana,sadness
No puedo ayudar pero siento que debo proteger este ser inocente.,joy
Siento su amable presencia incluso ahora,joy
Yo era como si me sintiera dulce o ofendido.,love
No puedo ni siquiera empezar a expresar en palabras la profundidad del dolor que siento no haber publicado ninguno de mis ridículos desvaríos durante los días pasados,surprise
Este lunes tomé una prueba de matemáticas y reprobé por segunda vez.,sadness
Todavía me siento un poco raro e incierto,fear
Quiero sentir ese hermoso cuerpo debajo de mí la próxima vez que te joda Alex respiró profundamente y sus ojos parecían brillar mientras ella imaginaba el escenario en su mente una escena que había imaginado muchas veces antes.,joy
Supongo que es porque me siento como si yo demasiado apasionado por algo que va a ser quitado de mí,love
"No estoy seguro, pero no hay nada que haga que una persona se sienta amorosa más rápido que una estancia en un hotel",love
Siento que hace el dúo perfecto,joy
Me siento mejor.,joy
Soy lo suficientemente afortunado en la vida para conocer a alguien que me hace sentir seguro feliz seguro y amado siento que no hay razón para esperar,joy
Me sentiría productiva.,joy
No me siento alegre en lo más mínimo.,joy
Echo de menos no sentirme exhausta después de estar fuera en el calor durante minutos,sadness
No pensé que fuera posible hacer una portada que expresara la personalidad de la novela ya que es una extraña historia de género cruzada pero la foto que se encontró clava el corazón del libro tan de cerca que me siento un poco aturdida,surprise
Me encantaría dejar de sentirme tan cachonda todo el tiempo.,love
Aprecio lo limpios que son sus estilos de vida a pesar de que admito que hubo algunos momentos en los que la completa aversión a las sustancias sexo me hizo sentir un poco reprimido,sadness
He venido de la época de verano y siento que el entrenador me odiaba.,anger
Me encuentro paranoica que algo va a arruinar lo que sólo podría ser descrito como mi historia de amor de cuento de hadas,fear
No puedo explicar por qué pero necesito decir por favor entiende mi sentimiento tengo corazón y no soy una persona sin corazón,anger
Tomo fotos de pero supongo que ya que me siento menos talentoso en el área de retratos más admiro esa habilidad en otros,joy
Estoy muy triste de que te sientas distraído pero no estoy participando en la relación que crees que tenemos,anger
Sólo sigo sintiéndome bendecida.,love
"Creo que también he cambiado, obviamente estoy haciendo más esfuerzo para ir a las cosas y hacer amigos me siento menos tímido y menos preocupado por la gente juicio de mi apariencia",fear
Puedo decir que mis brazos y manos se sienten más débiles y se sienten más entumecidos y hormigueos en la noche cuando me despierto,sadness
Casi me siento demasiado terco para volver cuando dije que me iba.,anger
Siento que ahora soy una persona creativa.,joy
Me siento muy emocionado por esto.,joy
Me siento más optimista sobre todo de lo que tengo en mucho tiempo,joy
me siento muy dudoso sobre la necesidad de ese gran abrigo,fear
Me siento alegre cada parte de mí se siente feliz y ligero y caprichoso,joy
Me siento tan relajado y feliz cuando estoy en el agua,joy
Nunca dibujo en ambos lados de las páginas y me gusta saber que puedo añadir a los dibujos cuando me apetece en lugar de sentirme presionado que tienen que ser terminados todo de una sola vez,fear
Creo que he estado sintiéndome un poco molesta.,anger
"Yo no estaba muy interesado en él, pero evocaba la sensación de una tierra grittily condenado por los extraterrestres bastante bien",sadness
Estoy de acuerdo aunque cuando me siento desanimado me gusta ir a lugares con mucho color porque me hacen sentir mejor,sadness
Siento que soy el mundo para este chico y me alegro de que por un tiempo pueda ser eso para él.,joy
"No sé tú, pero me siento bendecido.",joy
me siento fab muchas gracias por preguntar,joy
Debería retirarme si me siento resentido o nervioso.,anger
I li verter abajo en la esquina bajo la luz de la luna brilla en su cara vi su cara pálida y boca con los ojos medio cerrados llevar a la gente se siente más angustiado,fear
"Siento un poco de miedo por esto porque es nuevo para mí y tengo mucho que aprender, pero estoy seguro de que todo va a estar bien y podemos hacer esto juntos",fear
Me preguntaba si te centrarás en los problemas porque de alguna manera no te preocupas por ellos mismos cuando te quejas o te sientes necesitado.,sadness
Me siento como si estuviera realmente necesitado.,sadness
Me siento codicioso y cojo haciendo uno,anger
Veo la mirada de duda en tu cara siento el desprecio en tus ojos pero para cualquier persona escéptica de sémola sémola cena sémola por favor vea esto como una hermana totalmente increíble para puré de patatas,fear
Tengo la sensación de que esto podría ser peligroso.,anger
Escuché esto al azar y desde entonces ver el video ha sido una delicia y la música me hace sentir tan alegre en referencia,joy
Me siento satisfecho de que he hecho el corte sólo se puede recibir el dinero de desbordamiento de stsm si usted está de más y me dije a mí mismo que yo sólo voy a esperar a que el desbordamiento en lugar de tratar de golpear y ayudar a mi equipo,joy
Rara vez me siento feliz alegre y no camine por ahí sonriendo mucho,joy
Herí tus sentimientos y por eso lo siento.,sadness
Sentí un deseo más fuerte de estar libre de amor propio a través de mi práctica de refugio y un retorno a la sensación de libertad y protección contra el sufrimiento con la que me quedé durante el resto de la meditación,sadness
"Me encuentro frente a las obras de Mansoor, siento obviamente que la intención artística no es plantear las cuestiones ya planteadas de la lingüística estructural y los clamores deconstruccionistas que la siguieron.",joy
Siento que son más aburridos de pintar que un montón de fruta.,sadness
Haría casi cualquier cosa para tener ese sentimiento de vuelta y esos días atrás eran despreocupados y maravillosos y ahora todo en mi vida es tan complicado,joy
"Siento ira me siento triste siento alegría y siento otras emociones también, pero se apegarán a unos pocos",sadness
Dejé a un lado ese sentimiento y felizmente los ayudé ahora que cada cosa estaba normalizada y a los estudiantes les había gustado que cambiaran mi horario y me olvidé del olvido.,love
Me pregunto si me siento mal nutrida o necesitada.,sadness
id alguna vez conocido así que pensé que era normal para mí sentirme feo tonto y raro,sadness
Dejé de sentirme un poco incómodo.,sadness
Supongo que no importa lo mucho que creo que me siento bien estoy tan nervioso como el infierno por dentro sobre el escaneo revelando algo que no quiero saber de nuevo,joy
"Comencé a sentir un poco de ansiedad acerca de casi estar más, ya que obviamente el tiempo se está acabando el amplificador para ser honesto im sólo flojo de excusas",fear
Me siento menos asustada y más fundamentada y centrada,fear
Me gustaría aprovechar la oportunidad para describir un día de esta semana cuando me sentía particularmente triste,sadness
Podía sentir lo lento que era en la cinta de correr pero el ritmo era agradable y después de seis días de relativa inactividad estaba feliz de estar corriendo de nuevo,joy
Me siento tan raro pero supongo que un poco feliz,fear
Estoy cansado de sentirme infeliz por las cosas y sin motivación,sadness
Me siento generoso así que ahí vas con esa pepita de oro,joy
Podría sentirme productivo durante su tratamiento.,joy
Estoy haciendo esto y me hace sentir más decidido a darle un poco de esfuerzo y cavar profundamente cuando estoy sintiendo el dolor,joy
Podría tener una sensación de satisfacción por sentirme superior y dar consejos.,joy
Quería patinar rápido quería intentar todo sólo para ver la diferencia en sentir que era increíble,surprise
No quería sentirme precipitada a través del programa.,anger
Me encantaría estar con él pero no como amigo y no porque se sienta culpable o lo siento por mí.,sadness
Creo que para aquellos que desean privacidad y el campamento fuera sienten que serían fantásticos.,joy
No puedo sentir que no me des la espalda No seré ignorada El tiempo no sanará No me darás la espalda No seré ignorada,sadness
"Yo era más joven, solía sentir nostalgia por mi hogar.",sadness
Rara vez respondo a los comentarios hechos a menos que tenga lo que siento es una razón muy importante y específica para hacerlo,joy
Me siento tierno cuando no he hecho nada.,love
"Nunca me siento como si algo se resolviera con mi consejo, así que me alejé.",joy
Lo juro y me refiero a esto si los marrones me fallan mañana por la noche y me hacen sentir como un idiota por no confiar en mi instinto sentir que van a perder mañana no voy a elegirlos para ganar de nuevo toda la temporada,joy
Me siento generoso esta semana.,joy
Dejé el teatro sintiéndome triste y sola la repentina realización de mi propia efímera mortalidad pesando cada paso,sadness
Definitivamente estoy sintiendo los efectos de la progesterona de dos maneras mis pechos son tiernos y estoy cansado,love
Voy a tratar de mantener el foco con el fin de evitar esa sensación de un final renuente,fear
Nunca sé cómo hablar con la gente después de los shows siempre me siento un poco aturdido así que espero que no pensaran que fui grosero,surprise
Siento que esta experiencia me ha convencido aún más de que necesitamos oración por nuestro país.,joy
Busco dolor para sentirme torturado sólo para sentir algo,fear
me siento optimista para terminar estas dos últimas semanas fuerte y probablemente continuar con lo que he estado haciendo,joy
"Ya siento que nos está usando, se siente raro porque aún no he hecho nada allí, pero siento que viene como un ministerio viniendo hacia mí.",fear
"No me importaba mucho el número de espectadores y la audiencia de los espectadores antes, pero como el iris drama ganó un gran éxito empecé a sentirme codicioso",anger
Me doy cuenta de lo mucho que mi pequeña familia se apoya en mí y se sentía tan abrumador y me siento tan inadecuado,sadness
Me siento un poco contento conmigo mismo.,joy
También ha sido para una carrera que me siento particularmente virtuoso sobre,joy
Ya no estoy ni remotamente bien con mi cuerpo y me siento feo con la persona que juró amarme,sadness
"Sentí cosas que a menudo sólo reprimía el miedo, la ansiedad y la desconfianza.",sadness
Me siento tierna.,love
Creo que una de las cosas más importantes es no permitir que nada en absoluto te haga sentir miedo porque el miedo y cualquiera de las otras emociones negativas tiran hacia abajo su vibración,fear
Hice mi camino a clase sintiendo una sensación de conexión amorosa con la infancia sólo para descubrir que estaba sin suministros que agitaron otros recuerdos,love
Realmente siento y sé que el diablo odia que siempre haya sido algo que pudiera usar contra mí y estoy decidido a no dejarle,joy
Siento por ellos cuando las cosas pasan y me emociono cuando las cosas funcionan bien para ellos,joy
Me siento bien para mi curso de bioestadística por mi curso de fisiología será delicado,joy
Creo que ignoraron la naturaleza sistémica de un patrón de abuso sexual y mal manejo de las denuncias de abuso sexual al servicio de un comprensible deseo de defender y proteger a un amigo y su reputación,sadness
Siento que estoy condenado a una vida de obsesión por el sueño.,sadness
He tenido momentos de sentirse ofendida silenciosamente por jóvenes egipcios que se identificaron como egipcios incluso si nacieran en nosotros etiquetándome como una persona blanca a pesar de que estaban en muchos sentidos más asimilados que yo,anger
Me sorprende que usted ♪ stoup a los destinos niño b,surprise
Siento la necesidad de explicarme a mí mismo y mis pensamientos de maneras que son ingeniosas divertidas o tal vez incluso perspicaces,joy
"Yo sugeriría el voluntariado para ayudar a las personas necesitadas, como en el ejército de salvación, cuando ayudas a otros, aprendes a apreciar lo que aún tienes y sientes que vale la pena.",joy
"Sin embargo, me las arreglé para relajarme y disfrutar del paisaje sintiéndome romántico y disfrutando a fondo de nuestro crucero aniversario",love
A veces me siento como un producto dañado,sadness
Me desperté sintiéndome bien.,joy
"Me siento impaciente con Brian s prolongada afirmación de su encuentro alienígena, pero nadie más que la víctima realmente podría relacionarse con la repercusión de ser abusado",anger
Puedo hacer frente a su presencia sin sentirme angustiado si puedo forzarme a una amistad tranquila y resignada,fear
"No me sentía bien, pero no hay problema específico.",joy
Me siento como un culo desagradecido un href http thisisntcuteannymore,sadness
Me encanta cómo mis clientes dejan el estudio mirando automáticamente refrescado y radiante y ahora con la línea de productos todo el mundo puede sentirse hermoso y seguro,joy
Siento que tienen miedo de las grasas.,fear
Tengo que decir que me siento un poco zorra aquí,love
Siento que esta es una manera en la que puedo combinar todas mis efusiones creativas en una sola cosa.,joy
Me encontré mirando el reloj y empezando a sentirme irritado.,anger
Me siento un poco orgulloso.,joy
He vuelto a sentirme determinado.,joy
Estoy fuera el miércoles a un día abierto de postgrado pero habrá mucho para escribir sobre el resto de la semana.,joy
Me siento un poco mal por estar en Japón y siempre siento dolores de culpa cuando no puedo apreciar mi situación de vida y las decisiones,sadness
Me siento sucio viendo esta serie y se puede decir cómo la serie está tratando de inducir emociones falsas en el espectador,sadness
Me senté allí en mi grupo sintiéndome realmente deprimido porque mi libro tenía que desaparecer en este momento.,sadness
Ya lo siento pateando mis costillas haciendo que sea más difícil respirar a veces y tomando el espacio precioso donde mi estómago una vez fue,joy
Me siento irritada ansiosa que es a menudo entonces ni siquiera me gusta que mis hijos me toquen,anger
He estado recibiendo me han estado haciendo sentir sospechoso como su otra persona gran trabajo que están tratando de obtener crédito por,fear
Yo decido que escoger la ruta fácil me llevaría a ninguna parte y me siento como si otra gente me quisiera torturar así que sigo el camino azul,fear
Me consterna que me aprovechara de la amabilidad de mi viejo amigo.,anger
He estado sintiéndome un poco desordenado pero espero que esta mirada fresca me ayude a encontrar una mejor manera de lidiar,sadness
Estoy muy emocionado porque realmente no me destaqué mucho en la escuela secundaria estaba un poco por encima de la media y decentemente amigable y siento que dar este discurso será un legado genial que puedo dejar en la escuela,joy
Me gustaría poder hacer esa mordida china en mi dedo para que sientas el dolor a kilómetros de distancia pero sobre algún reflejo tal vez eso no sería muy considerado,love
También intenté después de toda esa frustración cuando no me sentía demasiado enérgico para más problemas para trabajar en las cosas de la respiración que va a ser una gran pesadilla,joy
Me siento aún más decidido a mantener nuestra tradición una vez por semana que mi hijo comenzó,joy
Siento la necesidad de compensar con sólo la chaqueta más perfecta como topper para cubrir donde mis tetas no cumplen con sus deberes,joy
Yo podría haber esperado en todos los sentidos y me sentía un poco abrumado en ese momento lo rápido que cambió la vida en las últimas semanas,fear
Siento que podría estar bien.,joy
Siento que estos desafortunados eventos encajan con mi cita de pensamiento que publiqué arriba.,sadness
Me siento tan hiper y hinchado.,joy
Dudo que tenga sentido para cualquiera excepto para mí cuando me siento emocional las metáforas salen como un tobogán de roca.,sadness
No quería sentir ningún dolor una hora después decidieron empezar eso y poco después me rompieron el agua.,sadness
Recuerdo que me consternó sentir personalmente insultado que podrían haber pensado que escucharía algo tan vulgar como las abejas.,anger
Miro esta foto me siento suave y tranquilo mi maquillaje es todavía suave pero su más cálido y siento que armoniza mejor con los colores cálidos de estas flores,love
Sé que no os he conocido a la mayoría de vosotros en persona pero me siento tan honrado de poder reunirme contigo a medida que nos acercamos a Dios,joy
Me siento especialmente valiente y duro mal tiene que contar la historia de la dispersión de sus cenizas,joy
Todavía me siento como si fuera castigado.,sadness
Me siento nervioso por dejar a mi hijo contigo.,fear
Me siento tan contenta con mi trabajo.,joy
Me siento furiosa por el amor porque realmente pensé que era mejor que eso,anger
"Enfermo conseguir mopey sobre lo que ocurrió en el pasado, pero la frecuencia de que ha estado disminuyendo en una escala logarítmica e incluso entonces es sólo cuando me siento duda de sí mismo que también está ocurriendo menos",fear
Me siento útil y valorado y eso es fundamental para mí.,joy
En realidad estuve en una reunión la semana pasada donde alguien le gritó a una señora mayor porque sonó su teléfono me sentí terrible por ella tu jefe te trata injustamente o en este caso alguien te hace sentir que no vales nada solo está permitiendo que los que se ofenden te roben la alegría,anger
No tengo que ir por ahí interrogando chicas o sintiéndome sospechosa.,fear
Me siento mal esta noche.,anger
Me siento tan relajado y feliz y he descubierto que me encanta tener proyectos que tardan unos meses en hacer pero al final voy a tener un producto real para mostrar para,joy
Me gusta la fresca sensación de dulce que me dio.,joy
"Me siento tan mareado por todo, tal vez mal, solo deja mi postura virtuosa y únete a George Porgie.",joy
ive posted ive ha estado sintiendo el ambiente casual cuando se trata de vestirse,joy
Terminé el podcast sintiéndome deprimido exactamente pero como todavía no tenía una respuesta concreta para cómo lograr ese equilibrio que los autores de autoayuda aman hablar de,sadness
"No estoy seguro de por qué, pero me siento delicada",love
Siento la vil subida en mi garganta volteando la tapa en el inodoro para dejarlo salir.,anger
Puedo sentir el espíritu rebelde ya,anger
Me siento honrado de ser parte de la comunidad culinaria aquí,joy
No siento ninguna vergüenza en el anhelo por el hombre de hierro en mi cineworld local,love
"Me siento desagradecido por querer más, pero la verdad es",sadness
Me siento más o menos vanidoso.,sadness
Siento como si tuvieras como objetivo un marcador en blanco de clase di title en del,sadness
"Siento que mis peces pueden ser moderadamente más inteligentes que la mayoría de los peces, ya que han notado que tienen una tendencia a ir a la esquina del tanque más cercano al contenedor de comida de pescado y simplemente mirarlo",joy
"Me sentía inteligente, así que cambié la última línea a galletas para ti.",joy
Voy a admitir con la alegría de cocinar que también hay momentos en los que te sientes derrotado,sadness
Finalmente estoy empezando a sentir que tengo una vida real aquí en San Vicente y ya no estoy en una extraña y confusas vacaciones prolongadas.,fear
Me siento como a pesar de que las cosas no están bastante resueltas con mi mayor todavía tengo paz sobre ello,joy
Me avergüenzo de ti.,sadness
Me siento jodidamente triste mirando a las otras chicas,sadness
Me siento muy irritada cuando hablo de mis problemas y la gente empieza a hablar de los suyos.,anger
Sentía nostalgia por el desayuno anual de Pascua y el servicio en la iglesia esta mañana cuando nos fuimos para subir al precipicio del monte para el amanecer.,sadness
"No sé tú, pero me hace sentir generoso.",joy
Ya me siento bastante festiva este año a pesar de que su único noviembre,joy
Me siento impotente para recuperar una sensación de seguridad,sadness
Todavía me sentía vacilante anoche pero cuando me desperté me di cuenta de que había tomado mi decisión y que el libro de pizarra algo para mi propia sorpresa era lo que quería,fear
Siento que debería ser determinado por mí y mis acciones y nadie o nada más,joy
Pensé que me sentiría aprensiva por ello. Estaba sorprendentemente cómoda mientras se había ido.,fear
Me siento drenada y estoy físicamente dolorida por el trabajo que hice.,sadness
Seguro que apreciaba que me preguntara en lugar de sentirme enojada o herida porque pensaba que yo era,anger
Me di cuenta de su música me siento tan orgulloso de pensar que di a luz a este niño asombrosamente talentoso que un día cuando estaba en su adolescencia tomó una guitarra y sólo lo tocó como si fuera de segunda naturaleza,joy
No quiero que los demás se sientan infelices sólo porque tienen que acomodarse a mí,sadness
Soy un escritor prolífico en mi fandom pero no siento que soy tan altamente respetado de compañeros escritores como lo fui una vez porque escribo tanto y tan a menudo como la mayoría de la gente no puede,joy
Me siento sola quien me hace sentir especial cuando me siento inútil quien siempre es amable y dulce conmigo,sadness
Tengo la sensación de que me sentiré insatisfecho varias veces.,anger
Siento un toque suave y encuentro una niña de flores mirándome su expresión grave,love
me siento inquieto y frustrado en este momento de esa manera específica para las personas que se están recuperando de una enfermedad o lesión,fear
Me siento honrado de que un hombre tan grande me reclama como su amigo,joy
Voy a arder por ti sentir dolor por ti retorceré el cuchillo y sangraré mi corazón dolorido y lo romperé. Voy a mentir por ti rogar y robar por ti. Me arrastraré en las manos y rodillas hasta que veas que eres como yo.,sadness
Me siento incómodo diciendo a otros lo que está en las listas de deseos de las chicas,fear
No puedo hacer una simple pregunta de matemáticas y adivinar lo que me rompí delante de mi profesor de la matrícula a quien he conocido desde hace casi años sintiéndome presionado y me siento tan mal conmigo mismo,fear
Me siento dudoso en mis habilidades,fear
He estado sintiéndome muy triste últimamente.,sadness
Dije que al principio tengo la piel grasa combinación pero todavía uso esto alrededor una vez a la semana porque mi piel se siente absolutamente hermosa la mañana después de aplicarlo,joy
Tengo que ser honesto y decir que los dos primeros capítulos como que me abrumaron y no estaba seguro de que iba a ser capaz de seguir todo y se sentía un poco tonto,sadness
Me quedé aquí escribiendo esta entrada de blog de odio que nadie leería aunque quiero que todo el mundo me lea y me alabe como Dickens me siento tan miserable,sadness
No puedo mirar por mucho tiempo sin sentirme deprimido.,sadness
No me siento tan generoso y él es enviado al sofá donde me mira durante las próximas seis horas.,joy
Realmente no creo porque caminé a través de todas las paradas de agua en mi primera maratón y realmente no creo que caminar es malo pero maldita sea me sentía terco y quería llegar a casa y necesitaba ser motivado por algo,anger
Creo firmemente que la única manera de hacer este arte es escribir el libro que te apasiona y no preocuparte por encontrar el libro que la audiencia de masas desea,joy
Siempre tengo esa sensación de que tengo a un niño más que a otro y es vicioso.,anger
Hago que me da vergüenza,sadness
No quiero herir los sentimientos de nadie y ciertamente no quiero traicionar cualquier cantidad de confianza pero sí quiero entretener y quiero ser fiel a mí mismo mis pensamientos y los temas a la mano,love
"Siento como si simplemente hubiera aceptado lo que se ha hecho y que sin importar el tiempo que haya pasado, siempre estará conmigo.",joy
Yo era una niña de un año que sólo quería sentirse importante,joy
Veo a todos mis amigos publicando fotos y actualizaciones de estado de a dónde van o lo que están haciendo y me siento un poco celoso sabiendo que no es algo que pueda salir y disfrutar,anger
Tengo fuertes sentimientos acerca de ser fiel,love
Supongo que todos nos sentimos un poco inhibidos cuando se trata de coger el teléfono y llamar a alguien que ya no estamos muy cerca de,sadness
Usé esa palabra sólo para sentir la energía de la anticipación mientras la gente prepara sus deliciosas comidas y recoge sus herramientas necesarias para cuando invitan a sus seres queridos a sus hogares,joy
Podría hacerlo simplemente porque no podía mantener la boca cerrada me hace sentir terrible.,sadness
Siento un dolor aburrido durante unas horas o un día en mi pecho.,sadness
Veo personas que físicamente se parecen a mí Me siento seguro de entablar conversaciones con extraños,joy
Me siento un poco gruñón hoy.,anger
Me siento muy curioso con lo que este doctor rubio planea hacer esta noche.,surprise
Me siento y me siento fatal por eso cuando Miles comienza a sentir a quienquiera que se ponga los pantalones debajo de su espalda por una caja de cigarrillos.,sadness
No lo sé si es la frescura de ambos pero me siento más enérgico durante estas estaciones,joy
Me siento malhumorado por un href http doingaone ochenta,anger
"Me siento triste, pero estoy de acuerdo con eso. Estoy feliz de haberlo hecho aunque me duela un poco.",sadness
Siento que es un gran actor.,joy
Siento que todo va a pasar sin mí y que ha sido desilusionado todo este tiempo.,sadness
Me siento inquieto en mis propias búsquedas.,fear
Sentía que tenía una ligera amargura en el final que desvirtuaba su boca aceitosa y dulce entrada.,joy
"Me desperté y me sentí triste de nuevo, pero eso fue rápidamente reemplazado por un sentimiento que me tranquilizó las cosas se arreglarán en su propio tiempo",joy
Me siento muy reacio a recoger un baile con libro de dragones porque una vez que he terminado con que quién sabe cuánto tiempo tengo que esperar a Martin para terminar su próxima entrega le tomó años para liberar un baile con dragones después de una fiesta para cuervos,fear
"Estaba tratando de demostrar que entendía lo que sentía, pero estaba muy alarmada y preocupada por mi seguridad.",fear
Siento que es mucho más juguetón conmigo que otras chicas con las que sé que es amigo.,joy
Necesitaba un poco de espacio que necesitaba para crecer Yo estaba en medio de un cambio serio y ok sí también habían herido mis sentimientos bastante mal y yo era un poco rencoroso,anger
Me siento muy engañado ya que estoy apoyando a la familia y haciendo todas las otras cosas mientras él pasa horas al día jugando,joy
Sigo tan contento con nuestra decisión de mudarme aquí.,joy
No puedo evitar sentirme agobiado y ansioso por esto.,sadness
"No voy a mentir esta semana ha sido un poco de una semana difícil para mí he estado sintiendo muy estresado y ansioso esta semana más creo que estoy bajando con la gripe, pero me ha ayudado definitivamente a apreciar las pequeñas cosas",anger
Me siento muy apegado y emocionado cuando me siento así y nunca manejo las cosas tan bien como los demás.,joy
Los dos empecé a sentirme incómodo y me levanté para irme que se reunió con comentarios de oh sí derecha dos chicas como tú no vendrían a un bar si no estás buscando la atención de los chicos,fear
Casi ni siquiera me sentí convencido por la forma en que el libro fue escrito,joy
me siento valiente mal arrebatarlo en mi regazo y después de unos segundos de lucha se relaja completamente y se somete a los arañazos de mamá,joy
Creo que los cazadores furtivos y otros que matan animales por sus pieles marfil u otras partes deben ser castigados severamente encuentro la caza y la pesca cruel,sadness
Me siento vacía después de haber sido engañada en nombre de la amistad.,sadness
Me siento seguro de que voy a ir más allá de eso,joy
Estoy en la necesidad de una guía extra y siento que Dios dudoso parece poner el mensaje correcto en mi oído que necesito en el momento adecuado,fear
Sólo me siento insultada oh oh oh a mi exexbf estoy tan totalmente por encima de ti,anger
Me siento realmente sarcástico cáustico o ha habido un influjo de idiotas en mi vida cotidiana de las volantes,anger
Siento que sólo puedo esperar no estar solo en estos pensamientos y estoy seguro a todos ustedes compañeros estudiantes de intercambio que probablemente tienen los mismos pensamientos en mente con al menos algunos de estos listados algunos podrían decir que ser un estudiante de intercambio es diferente a cualquier otra experiencia,sadness
Siento que Anna ji es un poco testaruda con la ley de Jan Lokpal y las protestas relacionadas con ella.,anger
"Lo escucho, me siento rebelde.",anger
Siento que soy menos de una mujer menos de una persona menos valiosa porque no estoy casado y no estoy saliendo,joy
Me sentía muy preocupada y deprimida por lo que dijo mi padre.,sadness
id se siente frenético,fear
He aprendido a presentarme delante de una clase sin sentirme nervioso.,fear
También extraño al viejo niño curioso dentro de mí. Siento que el niño curioso dentro de mí está muriendo lentamente por el shock de saber que el mundo no es tan hermoso como creíamos que era.,surprise
Me siento contento y feliz conmigo mismo.,joy
Siento como que estamos consiguiendo un excelente entrenador de baloncesto reclutador y una persona,joy
Acabo de volver de otro miller más rápido que ayer y me siento increíble,surprise
Me siento aventurera incluso podría hacerlo multiples niveles también,joy
Yo no diría que sufro de incomodidad social en este momento porque he encontrado lugares donde me siento cómodo e incluso personas que me han aceptado de la manera que soy,joy
Me sentía bien esa noche y ella lo hizo bien.,joy
No estoy sintiendo el amor hacia mí mismo y que se convierte en algo de un círculo vicioso resultando en que me siento perezoso complaciente y en general sólo de motivado,anger
No puedo escribir una crítica para un libro que adoro a menos que me sienta en el estado de ánimo de adoración en ese momento,love
Me siento muy inseguro y sensible,fear
Me siento tan inútil algunos días,sadness
Me siento la más desamorada e inamorable,sadness
Me siento especial a href http facsimilogos,joy
Me siento muy fuerte sobre no hacer un sorteo para ganar números,joy
Me siento muy honrado de ser parte de esta carrera inaugural y se puede sentir lo orgullosos que los corredores locales son para ser capaces de mostrar sus senderos y para acoger este evento,joy
Siento que puedes dejar de ser tan desagradable y pensar por mí al menos,anger
No sentí ningún amor y cariño ahora.,love
Me siento un poco desagradecido por no haber escrito nada sobre él la semana pasada.,sadness
Incluso me atrevo a tratar de explicar con palabras cómo me siento acerca de este hermoso chico que está aquí en mi casa cada dos días sosteniendo mi mano a través de la vida consternaciones,joy
Me sentía despreocupada.,fear
Me siento un poco insatisfecho.,anger
Me siento tan impotente ahora mismo.,fear
"Siento que hemos recorrido un largo camino y estoy orgulloso de lo que hemos logrado no sólo esta semana, sino también este año.",joy
Me sentía muy ansioso esta canción salió en la radio tan pronto como me subí al coche,fear
Me siento adormecido el fin del mundo como lo conocemos y me siento adormecido un href http leslielandberg,sadness
Yo estaba teniendo un año horrible carreras y se sentía agotado todo el tiempo,sadness
Estoy pasando por pruebas o simplemente me siento preocupado por algo que me encanta poner en la música de adoración mientras estoy conduciendo y realmente pensar en las palabras cantar y rezar mientras voy,sadness
No he sido capaz de hacer un montón de cosas que la mayoría de la gente logró hacer en varios puntos de sus vidas siento que me he perdido mucho en la vida y sé que mi camino actual es mi único boleto para vivir una vida que quiero,sadness
Me siento aliviada con esperanza.,joy
Creo que podría haber perdido el tren de entrenamiento del orinal.,sadness
Tengo miedo de llamar al tipo de ayer porque creo que el infierno está enojado porque creo que mi jefe está enojado porque no me comunico con él y me siento como que estoy haciendo un trabajo de mierda y le proyecto mis miedos,sadness
Siempre me siento tan aburrida por la mañana.,sadness
Estoy perdido por las palabras para contarte de mi dolor agonizante siento desde mi propio corazón triste mi corazón de oscuridad,sadness
